id,date,time,type,org_id,org_name,location,description,cause,status
a810105b-9b2f-4012-81eb-73312c674e50,2023-06-14,03:56,Опасная ситуация,org_05,АзимутДриллинг,Котельная,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Несоблюдение дистанции,Закрыто
42045963-077a-4ecf-8e64-6140c570305b,2023-06-16,06:35,Микротравма,org_02,БурСервис,Насосная станция,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Нарушение технологии,Расследуется
5bf00129-692f-4823-83da-30b9d076dbe1,2023-06-16,16:27,Опасная ситуация,org_03,НефтеМонтаж,Резервуарный парк,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Нарушение ППР,Открыто
ad5b7e49-4628-47cd-9a9b-ab2dbbf6d247,2023-06-19,18:34,Опасная ситуация,org_05,АзимутДриллинг,Склад ГСМ,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Отсутствие ограждений,Закрыто
de051e84-6222-400f-b0a0-5fc230180225,2023-06-21,16:09,Near-miss,org_03,НефтеМонтаж,Склад ГСМ,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Нарушение процедур LOTO,Открыто
82f00719-9852-4850-9071-c3b3282f3ef7,2023-06-23,03:24,Near-miss,org_02,БурСервис,Электроподстанция,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Некорректная укладка материалов,Расследуется
92aa4fe3-857f-4414-a395-ba8a92591b49,2023-06-24,21:57,Near-miss,org_03,НефтеМонтаж,Компрессорная,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Некорректная укладка материалов,Закрыто
596b730d-97f1-4c16-ba79-15775ab5e6fd,2023-06-26,09:39,Near-miss,org_02,БурСервис,Котельная,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Несанкционированный доступ,Расследуется
7b60b020-5cd9-47c6-936f-2f429a8ffac8,2023-06-30,22:58,Near-miss,org_02,БурСервис,Буровая №2,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Нарушение процедур LOTO,Открыто
c76496ce-f1d0-462a-924c-616ecad301bc,2023-07-03,19:40,Опасная ситуация,org_02,БурСервис,Буровая №2,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Нарушение ППР,Закрыто
25c6343c-1bb8-41c8-8e52-e5a2e2268cc1,2023-07-03,15:44,Микротравма,org_05,АзимутДриллинг,Котельная,Порез указательного пальца при работе с трубной арматурой.,Нарушение технологии,Закрыто
1c9316a2-8ae2-49a8-9408-85efc82a51db,2023-07-04,00:11,Опасная ситуация,org_04,КазТехСтрой,Трубопровод Б-12,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Захламлённость рабочей зоны,Закрыто
4f8890aa-7836-4da8-90d2-46e07f52b57c,2023-07-07,08:11,Опасная ситуация,org_03,НефтеМонтаж,Буровая №3,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Несоблюдение дистанции,Закрыто
fe3f9d25-5a6a-45a0-9462-946b586fb026,2023-07-08,12:43,Авария оборудования,org_02,БурСервис,Административный корпус,Отказ дизельного генератора резервного питания при плановой проверке.,Износ оборудования,Закрыто
93a35cf3-3929-4725-8be2-30510b584c8a,2023-07-12,21:01,Авария оборудования,org_03,НефтеМонтаж,Котельная,Выход из строя центробежного насоса из-за износа подшипников — незапланированный простой 6 часов.,Коррозия трубопровода,Расследуется
9c1f2732-c47e-4019-86e4-a9f934de87fc,2023-07-16,02:48,Near-miss,org_06,СтройПодряд,Административный корпус,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Нарушение процедур LOTO,Открыто
757c7c1a-de36-48b4-9520-b32f5df139f0,2023-07-16,13:26,Near-miss,org_07,ТрансНефть,Котельная,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Нарушение процедур LOTO,Закрыто
530c8c5e-33ee-4b23-a8b2-41dd8749afa1,2023-07-16,04:16,Near-miss,org_01,КМГ-Кумколь (основное),Насосная станция,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Несанкционированный доступ,Закрыто
e12f8475-83df-44a2-a3c5-f4c3c03104b6,2023-07-17,19:50,Опасная ситуация,org_01,КМГ-Кумколь (основное),Буровая №1,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Отсутствие ограждений,Расследуется
7538c6ee-1a3c-4db4-8902-01dd2eb59dcb,2023-07-18,06:18,Near-miss,org_06,СтройПодряд,Трубопровод Б-12,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Нарушение процедур LOTO,Закрыто
7c1c0e2b-55a1-4f64-aaea-ef5668a1e042,2023-07-18,18:06,Near-miss,org_04,КазТехСтрой,Буровая №3,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Некорректная укладка материалов,Закрыто
9fbb3475-70dd-489a-9b5b-91ec4044331e,2023-07-19,19:20,Опасная ситуация,org_06,СтройПодряд,Административный корпус,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Захламлённость рабочей зоны,Расследуется
75529554-c887-4e09-8a18-c59afcf94208,2023-07-19,10:46,Экологическое нарушение,org_02,БурСервис,Трубопровод А-7,Несанкционированный слив буровых отходов за пределы шламового амбара.,Утечка химических веществ,Открыто
04927b6e-77ec-4244-8d1d-e55886811052,2023-07-20,07:37,Опасная ситуация,org_04,КазТехСтрой,Электроподстанция,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Нарушение ППР,Расследуется
be5c2717-5f55-46b8-b4f6-68a484a8b200,2023-07-20,12:27,НС (несчастный случай),org_03,НефтеМонтаж,Буровая №3,Падение работника с высоты 1.8м при монтаже оборудования из-за отсутствия страховочной привязи.,Нарушение правил безопасности,Открыто
04a3383a-e964-4a52-b63d-b74c3a557df0,2023-07-22,11:00,Near-miss,org_01,КМГ-Кумколь (основное),Электроподстанция,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Несанкционированный доступ,Закрыто
c101a210-1c17-4540-86d7-959e16071140,2023-07-23,12:31,Опасная ситуация,org_05,АзимутДриллинг,Буровая №2,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Несоблюдение дистанции,Расследуется
12e4ec90-3676-4621-95e5-2c7fa0bb8f92,2023-07-26,03:24,Near-miss,org_03,НефтеМонтаж,Буровая №1,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Некорректная укладка материалов,Открыто
e661c524-ecbf-47af-8755-90a26fea7c33,2023-07-27,05:36,Микротравма,org_03,НефтеМонтаж,Административный корпус,Ссадина предплечья при контакте с острой кромкой оборудования.,Нарушение технологии,Закрыто
9549cdab-199e-45f2-9f3e-75e9a885fd71,2023-07-28,04:32,Микротравма,org_05,АзимутДриллинг,Котельная,Ссадина предплечья при контакте с острой кромкой оборудования.,Спешка при выполнении работ,Закрыто
cee4a40f-f27a-485a-a6ef-25e0176f6678,2023-07-28,10:29,Авария оборудования,org_01,КМГ-Кумколь (основное),Электроподстанция,Отказ дизельного генератора резервного питания при плановой проверке.,Износ оборудования,Открыто
aa86760c-c752-479d-826e-87c2d6c6e584,2023-07-30,19:14,Микротравма,org_02,БурСервис,Склад ГСМ,Засорение глаза стружкой при работе без защитных очков.,Отсутствие СИЗ,Закрыто
c31b9ec7-8c24-4ce0-8b04-12507f7f2306,2023-07-30,09:09,Экологическое нарушение,org_04,КазТехСтрой,Компрессорная,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Несанкционированный выброс,Закрыто
d19365b6-cbeb-4fe6-a2d4-5725d88a943b,2023-07-30,20:19,Опасная ситуация,org_06,СтройПодряд,Административный корпус,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Несоблюдение дистанции,Расследуется
61e37cc2-58dd-4886-8181-7c16d4af4792,2023-08-01,01:36,НС (несчастный случай),org_02,БурСервис,Буровая №3,Работник получил травму кисти при работе с угловой шлифовальной машиной без защитного кожуха.,Усталость персонала,Закрыто
824ffc6a-7609-4e0c-a61d-60e1bf8d6562,2023-08-02,03:37,Микротравма,org_07,ТрансНефть,Трубопровод А-7,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Нарушение технологии,Закрыто
c29f31c7-efbb-4571-8128-029323b73692,2023-08-03,23:52,Микротравма,org_03,НефтеМонтаж,Склад ГСМ,Ссадина предплечья при контакте с острой кромкой оборудования.,Неправильное использование инструмента,Открыто
24173f7a-e4b2-45af-8266-0ad95acacdf7,2023-08-03,21:22,Микротравма,org_01,КМГ-Кумколь (основное),Буровая №2,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Отсутствие СИЗ,Расследуется
7f74cee3-5a18-46c4-9c28-c1352814daad,2023-08-04,09:54,НС (несчастный случай),org_01,КМГ-Кумколь (основное),Буровая №3,Ушиб головы в результате удара о незащищённую металлоконструкцию.,Недостаточный инструктаж,Закрыто
2718cc9d-7590-4d86-81dd-48f5a2ffcfab,2023-08-06,17:24,Опасная ситуация,org_02,БурСервис,Нефтесборный пункт,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Отсутствие ограждений,Закрыто
35781507-0897-4eb5-a358-3a1ed1c710b7,2023-08-07,15:48,Опасная ситуация,org_05,АзимутДриллинг,Резервуарный парк,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Нарушение ППР,Закрыто
e0a6c116-7003-4c19-8145-e7dce4ab992c,2023-08-07,02:27,Экологическое нарушение,org_02,БурСервис,Компрессорная,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Несанкционированный выброс,Расследуется
2f7f95ee-bc52-411f-92ed-bc383ec184fd,2023-08-07,10:23,Экологическое нарушение,org_01,КМГ-Кумколь (основное),Компрессорная,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Нарушение обращения с отходами,Расследуется
77acb19c-87a0-40fe-b18c-6e2c0ca26f38,2023-08-08,23:04,Авария оборудования,org_07,ТрансНефть,Нефтесборный пункт,Выход из строя центробежного насоса из-за износа подшипников — незапланированный простой 6 часов.,Перегрузка оборудования,Закрыто
72383aa6-b73f-4b2b-8827-c8d2408c0d1a,2023-08-09,07:00,Авария оборудования,org_02,БурСервис,Административный корпус,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Коррозия трубопровода,Открыто
71c29a85-0cc2-4077-a604-f9168ae0bbee,2023-08-11,12:48,Опасная ситуация,org_01,КМГ-Кумколь (основное),Резервуарный парк,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Несоблюдение дистанции,Расследуется
2d0d04ea-7a93-4bc2-a6a8-14476654fa29,2023-08-13,18:21,Near-miss,org_05,АзимутДриллинг,Буровая №2,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Нарушение процедур LOTO,Закрыто
cb62c910-0239-4215-bc30-0fe02b30d12b,2023-08-13,20:06,Микротравма,org_02,БурСервис,Котельная,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Отсутствие СИЗ,Расследуется
1ae6f211-03aa-4a42-9baa-90d1eb886041,2023-08-14,14:16,Авария оборудования,org_03,НефтеМонтаж,Буровая №3,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Перегрузка оборудования,Расследуется
bedf105d-69c9-4908-99e0-1875ff6b6692,2023-08-15,16:48,Опасная ситуация,org_02,БурСервис,Нефтесборный пункт,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Нарушение ППР,Закрыто
beabb833-4cbf-4592-a065-5ff94edac9d9,2023-08-16,07:01,Опасная ситуация,org_05,АзимутДриллинг,Насосная станция,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Отсутствие ограждений,Расследуется
