id,date,obs_type,org_id,org_name,category,description,resolved
02bad721-52c5-4fb3-b757-236db4a6d48f,2024-04-11,Нарушение,org_90,"ТОО ""Ясный Василёк""",Падающие предметы,ОТ ЛС-3 до линии КНС на кабельной эстакаде происходит обрушение,Устранено
b37aa314-e772-4049-8040-7c071284f769,2024-04-12,Нарушение,org_10,"ТОО ""Алый Тюльпан""",Рабочее место / Эргономика,Пропуск пара,Устранено
c594983c-88f6-4e43-8418-dff9926c22f2,2024-04-12,Нарушение,org_23,"ТОО ""Горная Эдельвейс""",Проскальзывание / Спотыкание / Падение,В районе РЗУ обнаружен на дороге обнаружена металлическая арматура,Устранено
f8ee7167-62f7-401d-b89c-c2049559126e,2024-04-17,Нарушение,org_74,"ТОО ""Солнечный Подсолнух""","Машины и оборудование, Вождение",Слепая зона для автоводителя,Устранено
6222527f-aeb4-491c-98f6-be8d43f04894,2024-04-17,Предложение,org_30,"ТОО ""Дикая Ромашка""",Проскальзывание / Спотыкание / Падение,после ремонта не установлены на место электрокабеля,Устранено
9972e211-7f75-4f58-a035-319559f2488b,2024-04-17,Нарушение,org_39,"ТОО ""Каспийский Тюльпан""",Падающие предметы,Плохо закреплена крышка лотка провода,Устранено
f7ce48a7-d9f5-4e26-baac-c54f0572d241,2024-04-18,Нарушение,org_12,"ТОО ""Бархатный Тюльпан""",Рабочее место / Эргономика,недостаточное освещение в цехе,Устранено
5668457b-f38e-40ea-ac3f-d871c2dcaa42,2024-04-30,Нарушение,org_60,"ТОО ""Пурпурный Ирис""","Опасные вещества/сероводород, Проскальзывание / Спотыкание / Падение",не закрыт люк колодца,Устранено
2d3ae663-24e5-46b2-a7d4-0e14306fabae,2024-04-30,Нарушение,org_06,"ТОО ""Алая Гвоздика""",Падающие предметы,Свисает сухотруб на эстакаде,Устранено
4c27a485-a8ea-4040-875e-8ee4bf09330a,2024-05-06,Нарушение,org_53,"ТОО ""Ночная Лаванда""","Взрыво- и пожароопасность, Целостность объекта / Оборудования",деформация обшивки линии изоляции на стенке резервуара пож воды,Устранено
7d69afbb-d9bd-4fb1-802c-d34c1a1a3e58,2024-05-10,Нарушение,org_15,"ТОО ""Белоснежная Азалия""",Проскальзывание / Спотыкание / Падение,Было выявлено отсутствие решеток на дренажной линии,Устранено
2af09996-406e-4c35-9107-93b7548c1237,2024-05-10,Нарушение,org_65,"ТОО ""Рубиновый Мак""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",Со стороны операторной ПиТН из земли торчит арматура,Устранено
b762fefb-3074-4318-9ed4-f7c6959aac15,2024-05-11,Нарушение,org_40,"ТОО ""Кристальный Ирис""",Падающие предметы,На 3 ярусе этажерки стекловат и куски жести,Устранено
ea3e91dd-4947-4254-a16f-f4dbf258f654,2024-05-12,Нарушение,org_22,"ТОО ""Голубая Гортензия""",Падающие предметы,Между проходом под эстакадой была подвешена труба,Устранено
10efc49a-93b5-42fe-b2f6-beb65bbd814d,2024-05-14,Нарушение,org_71,"ТОО ""Серебряный Лотос""",Падающие предметы,На кабельной эстакаде на переходе через автомобильную дорогу обнаружено провисание эл. кабелей 6 кв. в количестве 4 штук,Устранено
d6f1f540-f525-40db-9056-b78082ceaf72,2024-05-14,Нарушение,org_46,"ТОО ""Лепесток Удачи""",Целостность объекта / Оборудования,В операторной возле рабочего стола не работает электроэнергия,Устранено
470d1909-a5aa-47b6-b247-89311fe25e07,2024-05-14,Нарушение,org_42,"ТОО ""Лавандовый Рассвет""",Прочее,"Во время обхода  бассейна  #11.12.13 j, обнаружены дыры в проческе.",Устранено
bddd1cc1-8c99-487f-8c5e-29af163460f6,2024-05-15,Нарушение,org_49,"ТОО ""Медовая Астра""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",Был обнаружен торчащий штырь высотой около 60 мм,Устранено
739d31e1-7b50-4e60-b019-b5b0274ec285,2024-05-20,Нарушение,org_73,"ТОО ""Сияющая Примула""",Проскальзывание / Спотыкание / Падение,Во время работы по перевозке рельсов спец.тележки обнаружили неисправность устроиства.,Устранено
7bffe806-9c8f-4a04-a8f9-a7456c81abbc,2024-06-04,Нарушение,org_75,"ТОО ""Степная Роза""",Работы на высоте / Строительные леса,частично нет Ограждения на емкости,Устранено
5e3bddcd-bd27-4771-af94-5a3050ae2124,2024-06-05,Нарушение,org_21,"ТОО ""Гармония Лилий""","Проскальзывание / Спотыкание / Падение, Падающие предметы",Возле блока колоны 3250 имеются отверстия что может привести к падению предметов вниз и спотыканию персонала,Устранено
bdab20ce-ac05-49e8-8cd2-0f2d3cead615,2024-06-07,Нарушение,org_23,"ТОО ""Горная Эдельвейс""",Проскальзывание / Спотыкание / Падение,ППНГО ФУ,Устранено
2dda7ceb-b27e-46ee-b516-7a1f37b99da4,2024-06-07,Нарушение,org_56,"ТОО ""Полевая Незабудка""",Проскальзывание / Спотыкание / Падение,Во время обхода территории ПТиЭЭ а именно турбинного цеха при переходном мостике создавая риск падения и получения травм.,Устранено
bc3f2124-7d63-448b-903d-a24eae7142a0,2024-06-07,Нарушение,org_19,"ТОО ""Весенний Крокус""",Проскальзывание / Спотыкание / Падение,На светлой новой эстакаде продавлена просечка.,Устранено
197736c3-9b43-4647-a54f-911187e36908,2024-06-07,Нарушение,org_35,"ТОО ""Золотой Подсолнух""","Проскальзывание / Спотыкание / Падение, Целостность объекта / Оборудования",Нарушена ограждение емкости 250,Устранено
5a0cb80d-b1c5-4a65-9d02-400b252318cc,2024-06-10,Нарушение,org_37,"ТОО ""Имперская Орхидея""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",При обходе блока стабилизации ударил ногу об угольник швеллера,Устранено
1d24fbfd-3665-4ba5-b20a-8418c77d32c8,2024-06-11,Нарушение,org_69,"ТОО ""Сафлоровый Рассвет""",Проскальзывание / Спотыкание / Падение,В помещении аппаратной 3208 есть место где не закреплена стойка держащая плиту фальшпола,Устранено
ba25bfa4-56b2-44f6-ac28-47722b9a8474,2024-06-12,Нарушение,org_39,"ТОО ""Каспийский Тюльпан""",Испытание под давлением,"пропуск пара, риск ожога",Устранено
77ffa707-188c-4994-a249-7ac2ba613625,2024-06-12,Нарушение,org_32,"ТОО ""Жемчужная Фрезия""",Падающие предметы,не закреплен электрический кабель,Устранено
4ece5d88-ee6f-4330-8387-67f3cacd6879,2024-06-13,Нарушение,org_66,"ТОО ""Садовый Гиацинт""",Проскальзывание / Спотыкание / Падение,Не достает одной ступеньки при подъеме,Устранено
b5b47768-4cf2-4261-aa98-4c14d14a2ef4,2024-06-13,Нарушение,org_24,"ТОО ""Грация Гортензии""",Испытание под давлением,Пропуск пара на линий прогрева Р-2,Устранено
e8c5a2c1-0011-44f9-aec5-2f909942489c,2024-06-13,Нарушение,org_61,"ТОО ""Рассветная Лаванда""",Проскальзывание / Спотыкание / Падение,Сзади градирки выступает кусок недействующего трубы из бетонного основания,Устранено
6fe77b92-c810-45ea-bbc4-7baf4b6b6006,2024-06-13,Нарушение,org_34,"ТОО ""Золотая Лилия""",Проскальзывание / Спотыкание / Падение,Сорвана перильное ограждение на площадке лестницы,Устранено
3c30ac76-44f6-44c3-90ef-b3deaaa015a2,2024-06-13,Нарушение,org_30,"ТОО ""Дикая Ромашка""",Переносное оборудование / Ручные инструменты,"Находясь на отборе ПДК, проходя мимо курилки, был замечен огнетушитель с монометром где стрелка находится на красном поле, также отсутствует паспорт и огнетушитель весь в пыли.",Устранено
88b41356-4d84-4152-a8dd-52e0af99d201,2024-06-14,Нарушение,org_12,"ТОО ""Бархатный Тюльпан""",Проскальзывание / Спотыкание / Падение,"в районе пешеходной дорожки между Е-1 и ХВО-1,2,3 смонтирован трубопровод линии ЗДС.",Устранено
2f4407c9-155b-40b3-95b7-7ec5c43366f7,2024-06-15,Нарушение,org_39,"ТОО ""Каспийский Тюльпан""","Падающие предметы, Проскальзывание / Спотыкание / Падение","На верхнем ярусе свыше 4-х метров в просечке имеются отверстия размером 25 см. Есть вероятность падения и спотыкания , а также падение предметов.",Устранено
67786dc7-11aa-40ac-bd42-53884674eb6c,2024-06-15,Нарушение,org_32,"ТОО ""Жемчужная Фрезия""","Проскальзывание / Спотыкание / Падение, Падающие предметы","Вокруг бетонных оснований колон С-252,253,254,255,256 отсутствуют металлические просечки есть вероятность спотыкания и падения предметов.",Устранено
5750f781-0077-49cb-b135-2f0d56f78629,2024-06-15,Нарушение,org_36,"ТОО ""Изумрудный Папоротник""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",В просечке настила пола имеются два прямоугольных отверстия размером 25 см х 15 см.,Устранено
fb54a29f-63f5-439d-a8ab-4e3a451954a6,2024-06-15,Нарушение,org_32,"ТОО ""Жемчужная Фрезия""","Проскальзывание / Спотыкание / Падение, Падающие предметы","Пол не оборудован отбортовкой вокруг бетонных оснований колонн С-252, С-253",Устранено
9ac6b1af-8a34-43ba-bedc-4ed50e16c679,2024-06-17,Нарушение,org_90,"ТОО ""Ясный Василёк""",Проскальзывание / Спотыкание / Падение,на переходе через жд пути отсутствует ступенька,Устранено
d62c9148-e6ff-4d1c-a9c3-b92e0644ec1b,2024-06-17,Нарушение,org_87,"ТОО ""Южная Магнолия""","Проскальзывание / Спотыкание / Падение, Взрыво- и пожароопасность",не убраны спиленные деревья за АБК,Устранено
6966756a-0229-4f56-b473-656369d4abfe,2024-06-17,Нарушение,org_79,"ТОО ""Тихая Камелия""","Целостность объекта / Оборудования, Работы на высоте / Строительные леса",Сломаны перила лестничной площадки на установке,Устранено
b5ff8541-d53f-461f-9681-51a062406c84,2024-06-17,Нарушение,org_19,"ТОО ""Весенний Крокус""","Работы на высоте / Строительные леса, Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",сломана ступеньки на лестнице РБ,Устранено
c7f64eea-85f8-4d30-b27a-734a4f2094fe,2024-06-18,Нарушение,org_78,"ТОО ""Таёжный Жасмин""",Проскальзывание / Спотыкание / Падение,не закрыт люк колодца,Устранено
c60eefec-09a0-4f3c-b875-ba1987e25b9a,2024-06-18,Нарушение,org_79,"ТОО ""Тихая Камелия""","Проскальзывание / Спотыкание / Падение, Опасные вещества/сероводород",открыт люк колодца,Устранено
00dd6049-8161-4597-9da8-842694642529,2024-06-18,Нарушение,org_69,"ТОО ""Сафлоровый Рассвет""",Проскальзывание / Спотыкание / Падение,торчит металл из бетона,Устранено
8ae5b272-5062-46bc-8870-d50eed1480fe,2024-06-18,Нарушение,org_50,"ТОО ""Небесная Камелия""","Рабочее место / Эргономика, Опасные вещества/сероводород",разрыв троса телескопа стояка. риск разлива нефти,Устранено
dde60948-3cbe-4b9f-b8c3-6ae97c63c2a3,2024-06-18,Нарушение,org_59,"ТОО ""Пудровая Роза""",Падающие предметы,висит изоляция на трубе,Устранено
7c07bc3f-75cf-4fd5-a110-bc5619be417a,2024-06-19,Нарушение,org_49,"ТОО ""Медовая Астра""",Проскальзывание / Спотыкание / Падение,разрушение бетонного основания эстакады,Устранено
7d395139-071a-4b8b-8736-d1b8d0adf07a,2024-06-19,Нарушение,org_58,"ТОО ""Полевой Клевер""",Падающие предметы,провисание крышки кабельной эстакады,Устранено
0ef9af36-1b1f-4d1e-afc3-ea903b3bbae2,2024-06-19,Нарушение,org_86,"ТОО ""Шёлковый Пион""",Падающие предметы,провисание крышки кабельной эстакады,Устранено
0ff4b253-c8be-4288-b7e8-4c70d0f8a104,2024-06-25,Нарушение,org_08,"ТОО ""Алтын Бәйшешек""","Работы на высоте / Строительные леса, Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",нет ограждения на площадке,Устранено
77cc8c82-3e00-4538-9da1-645b9d1d2f38,2024-07-05,Нарушение,org_58,"ТОО ""Полевой Клевер""",Падающие предметы,Петли дверей в насосную сломаны.,Устранено
35baa8bb-26e3-4bcf-be52-1da2cffe682f,2024-07-05,Нарушение,org_11,"ТОО ""Ароматный Мирт""",Падающие предметы,Свисание кабеля с лотка свыше 3-х метров,Устранено
28b0b38f-40be-4489-a56f-a45974400ffa,2024-07-05,Нарушение,org_85,"ТОО ""Цветущий Олеандр""","Проскальзывание / Спотыкание / Падение, Падающие предметы",Переход в товарный парк титул 2218 бетонное основание не закреплено.,Устранено
33a828ff-06e2-43a8-b4ec-75a4cc6064e1,2024-07-07,Нарушение,org_64,"ТОО ""Розовый Флокс""",Падающие предметы,В районе площадке №2 примерно 35-40 метров факельного ствола свисает изоляция парового трубопровода.,Устранено
7b0495b2-40e8-4a96-aba9-0e39b5c5fe57,2024-07-08,Нарушение,org_76,"ТОО ""Степной Шалфей""",Электрооборудование,Поврежден корпус на накладной двойной электрической розетки в бытовом помещении.,Устранено
43c92e7f-a8e8-4855-af64-73838356f49d,2024-07-08,Нарушение,org_84,"ТОО ""Цветущий Миндаль""",Рабочее место / Эргономика,Поврежден корпус на электрической розетке,Устранено
cc5de8bd-49e4-4cdf-83d9-2367eff519dd,2024-07-08,Нарушение,org_86,"ТОО ""Шёлковый Пион""",Электрооборудование,Поврежден корпус двойной электрической розетки в бытовом помещении,Устранено
df6bc8e5-8646-4383-9186-e668c53df622,2024-07-09,Нарушение,org_30,"ТОО ""Дикая Ромашка""",Рабочее место / Эргономика,Высокое обвалования емкости Е-27 неудобно обслуживания.,Устранено
8c7bbee8-9c25-4ab2-bc49-07991997e485,2024-07-10,Нарушение,org_32,"ТОО ""Жемчужная Фрезия""","Падающие предметы, Санитарно-бытовые помещения",Напротив гардеробной АБК ППНГО высохшие деревья - создается риск падения на прохожих,Устранено
ac8e89ad-81c9-4d99-8855-e217c8bd212c,2024-07-10,Нарушение,org_45,"ТОО ""Лазурный Дельфиниум""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",При обходе споткнулся об трубопровод фильтра,Устранено
72d7e199-8089-4b87-a3b4-d3f720046d93,2024-07-11,Нарушение,org_84,"ТОО ""Цветущий Миндаль""",Прочее,"Разрушение штукатурок между плитками, нарушение герметичности стен",Устранено
71501a9d-eaa6-4ec9-af93-c4fbd16559dc,2024-07-15,Нарушение,org_54,"ТОО ""Огненная Георгина""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика","На границе установки ТАМЭ зацепился ногой за арматуру свисающую с эстакады до земли, и упал разорвав штанину спецовки",Устранено
3559f8ee-309a-43dc-a819-0abb3e8aeb50,2024-07-17,Нарушение,org_33,"ТОО ""Звёздный Амариллис""","Падающие предметы, Работы на высоте / Строительные леса",доски от лесов на обслуживающей площадке,Устранено
494b456a-eefa-48c2-8b9c-511f1738f5b3,2024-07-17,Нарушение,org_22,"ТОО ""Голубая Гортензия""","Работы на высоте / Строительные леса, Рабочее место / Эргономика",отсутствует обслуживающая площадка на эстакаде,Устранено
a3fd4537-e361-4c4a-8367-ebe3d09fa226,2024-07-17,Предложение,org_60,"ТОО ""Пурпурный Ирис""","Целостность объекта / Оборудования, Машины и оборудование, Электрооборудование",ложнон срабатываание датчиков газоанализаторов,Устранено
d811fbf4-d0bd-450f-b050-0a82bc74f931,2024-07-18,Нарушение,org_46,"ТОО ""Лепесток Удачи""","Работы на высоте / Строительные леса, Проскальзывание / Спотыкание / Падение",нет перил на обсл площадке емкорсти,Устранено
657a57b5-d3d9-4201-bacc-5f91e0a57cd7,2024-07-18,Нарушение,org_12,"ТОО ""Бархатный Тюльпан""",Рабочее место / Эргономика,труба мешает проходу,Устранено
d490f6de-34ce-40cc-a189-b9f7c4bd92e9,2024-07-18,Нарушение,org_14,"ТОО ""Белая Роза""","Проскальзывание / Спотыкание / Падение, Рабочее место / Эргономика",торчит штырь на установке,Устранено
8d1a9aaa-b27a-4e61-9e9a-f92e40b2bc4b,2024-07-24,Нарушение,org_59,"ТОО ""Пудровая Роза""","Целостность объекта / Оборудования, Падающие предметы",Плохо закреплен плафон в помещении № 216,Устранено
